10000125;Apartamentos Villa Zoila Nigrán;1000012504;Apartamento de 1 dormitorio;-394030;Galicia;Pontevedra;Nigrán;Nigrán;Apartamento;1;1;55;0;1; ;1781.0;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10001060;Apartamento Ría Villaviciosa;1000106001;Apartamento de 2 dormitorios;-408639;Principado de Asturias;Principado de Asturias;Villaviciosa;Villaviciosa;Apartamento;2;2;70;0;0; ;1111.88;0.0;0.0;2; ;1;2026-05-20;2026-06-20;2026-06-27
10001346;Villa Océano with private heated pool, aircon and Seaview;1000134601;Villa de 3 dormitorios;900051392;Islas Canarias;Fuerteventura;Oliva, La;Parque Holandes;Villa;3;3;225;1;0; ;1466.6301;600.7699;2067.4;2; ;0;2026-05-20;2026-06-20;2026-06-27
1000144;Casa Candela;100014401;Villa de 2 dormitorios;-397298;Principado de Asturias;Principado de Asturias;Llanes;Posada;Casa o chalet;2;2;300;0;0; ;2450.0;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10001615;Can Pau;1000161502;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;140;0;0; ;3435.02;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10001634;Càntir;1000163402;Apartamento;-395148;Cataluña;Gerona;Palafrugell;Palafrugell;Apartamento;3;2;100;0;0; ;2722.02;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10001677;CASA FILA;1000167701;Casa de 2 dormitorios;-406554;Islas Canarias;El Hierro;Valverde;Valverde;Casa o chalet;2;1;85;0;0; ;650.0001;0.0;0.0;2; ;1;2026-05-20;2026-06-20;2026-06-27
10001710;Energías Serenas;1000171002;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;5;4;313;0;0; ;7055.02;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10001717;Es pins;1000171702;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;150;0;0; ;3425.02;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10001724;Del Mar;1000172401;Apartamento de 2 dormitorios;-404832;Comunidad Valenciana;Alicante;Torrevieja;Torrevieja;Apartamento;2;2;84;0;1; ;821.5;0.0;0.0;2; ;1;2026-05-20;2026-06-20;2026-06-27
10001758;León;1000175802;Apartamento;-372154;Cataluña;Gerona;Begur;Begur;Apartamento;1;1;70;0;0; ;1974.02;0.0;0.0;2; ;1;2026-05-20;2026-06-20;2026-06-27
10001827;Costacabana - Villa Sofia;1000182702;Villa con vistas al mar;-389487;Cataluña;Gerona;Lloret de Mar;Lloret de Mar;Villa;4;3;190;1;0; ;4134.98;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10001912;Pinetells;1000191202;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;4;3;160;0;0; ;4193.02;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10001930;Pollo;1000193002;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;110;0;0; ;2742.02;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10001984;Rosa;1000198402;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;5;4;410;0;0; ;5238.02;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10001998;Roseto;1000199802;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;1;2;170;0;0; ;3064.02;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10002122;La Cabadachan;1000212201;Casa de 3 dormitorios;-407241;Galicia;Pontevedra;Vilaboa;Vilaboa;Casa o chalet;3;2;150;0;0; ;1400.0;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10002149;Hostal Boutique La Mar Serena;1000214901;Habitación Doble Deluxe con vistas al mar;-396163;Comunidad Valenciana;Castellón;Peníscola / Peñíscola;Peñíscola;Hostal o pensión;0;0; ;0;1; ;813.0;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10002303;Sea Point Holiday House;1000230301;Apartamento de 2 dormitorios;-401188;Islas Canarias;Tenerife;San Miguel de Abona;San Miguel de Abona;Apartamento;2;2;135;0;0; ;954.5;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10002442;Castle Harbour;1000244202;Apartamento con balcón;-371531;Islas Canarias;Tenerife;Arona;Arona;Apartamento;1;1;77;0;0; ;584.0;0.0;0.0;2; ;1;2026-05-20;2026-06-20;2026-06-27
10002634;Nerja Sun Apartamento Bronce B Centro;1000263402;Apartamento de 1 dormitorio;-393985;Andalucía;Málaga;Nerja;Nerja;Apartamento;1;1;45;0;0; ;927.0;0.0;0.0;2; ;1;2026-05-20;2026-06-20;2026-06-27
10002809;Precioso apartamento en Conil de la Frontera;1000280901;Apartamento de 4 habitaciones;-378657;Andalucía;Cádiz;Conil de la Frontera;Conil de la Frontera;Apartamento;4;2;90;0;0; ;1671.96;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10002818;Castilla Termal Brihuega;1000281805;Loft Superior con acceso al spa;-374169;Castilla-La Mancha;Guadalajara;Brihuega;Brihuega;Hotel;0;0; ;1;0;5;2433.0;0.0;0.0;2;1;1;2026-05-20;2026-06-20;2026-06-27
10002883;Voramar 7 Playa Puerto de Sagunto;1000288302;Apartamento con terraza;-381099;Comunidad Valenciana;Valencia;Canet d'En Berenguer;Puerto Sagunto;Apartamento;3;2;94;0;0; ;2126.32;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10003115;Sweet House Las Canteras;1000311501;Apartamento de 1 dormitorio;-388528;Islas Canarias;Gran Canaria;Palmas de Gran Canaria, Las;Las Palmas de Gran Canaria;Apartamento;1;1;40;0;0; ;487.26;49.14;536.4;2; ;1;2026-05-20;2026-06-20;2026-06-27
10003325;O Enxidro PLAYA, a 40 m de Playa Jardín;1000332501;Apartamento de 3 dormitorios;-373825;Galicia;La Coruña;Boiro;Boiro;Apartamento;3;2;100;0;1; ;1470.0;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10003431;Ca la Senyora dels Arbres;1000343102;Casa;-371689;Islas Baleares;Mallorca;Artà;Artà;Casa o chalet;4;3;270;1;0; ;3237.31;0.0;0.0;2; ;1;2026-05-20;2026-06-20;2026-06-27
10003541;El Rincón de Pilar al lado del Mar;1000354101;Apartamento Estudio;-404672;Andalucía;Málaga;Vélez-Málaga;Torre del Mar;Apartamento;1;1;43;0;0; ;567.0001;62.9999;630.0;2; ;1;2026-05-20;2026-06-20;2026-06-27
10003653;Villa Lucerna, villa con piscina en Pantín;1000365301;Villa de 3 dormitorios;-395376;Galicia;La Coruña;Valdoviño;Pantín;Villa;3;2;200;1;0; ;2132.182;0.0;0.0;2; ;0;2026-05-20;2026-06-20;2026-06-27
10003709;El Libre - Ocean View Apartment;1000370901;Apartamento de 1 dormitorio con vistas al océano;900039449;Islas Canarias;Gran Canaria;Mogán;Puerto Rico;Apartamento;1;1;55;0;0; ;537.74;94.5;632.24;2; ;1;2026-05-20;2026-06-20;2026-06-27
10003833;Apartamento Playa Rapadoira;1000383301;Apartamento de 2 dormitorios;-382803;Galicia;Lugo;Foz;Foz;Apartamento;2;1;60;0;0; ;780.0;0.0;0.0;2; ;1;2026-05-20;2026-06-20;2026-06-27
10003981;Rockside Residentes Suites La Línea;1000398101;Apartamento de 2 dormitorios;-387329;Andalucía;Cádiz;Línea de la Concepción, La;La Línea de la Concepción;Apartamento;2;1;70;0;0; ;1330.76;0.0;0.0;2; ;1;2026-05-20;2026-06-20;2026-06-27
10004132;Hostal Restaurante Ainoa;1000413204;Habitación Doble Estándar;-373391;Castilla y León;Soria;Berlanga de Duero;Berlanga de Duero;Hotel;0;0; ;0;0; ;346.5;0.0;0.0;2;1;1;2026-05-20;2026-06-20;2026-06-27
