10001512;Marbella Golf 103 By Pride Holiday Rentals;1000151201;Bungalow de 2 dormitorios;-400492;Islas Canarias;Gran Canaria;San Bartolomé de Tirajana;San Bartolomé;Casa o chalet;2;1;70;1;0; ;820.0;0.0;0.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
10001692;Costacabana - Villa Maribel;1000169202;Villa con vistas al mar;-389487;Cataluña;Gerona;Lloret de Mar;Lloret de Mar;Villa;6;4;225;1;0; ;7478.54;0.0;0.0;2; ;0;2026-07-08;2026-08-08;2026-08-15
10002125;Meson de los Caballeros;1000212502;Casa de 5 dormitorios;-402849;Andalucía;Sevilla;Sevilla;Sevilla;Casa o chalet;5;6;450;1;0; ;6333.5;661.5;6995.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
10002915;Cosy Loft's Valencia;1000291505;Apartamento de 1 dormitorio;-377302;Comunidad Valenciana;Valencia;Catarroja;Catarroja;Apartamento;1;1;62;0;0; ;1321.58;206.32;1527.9;2; ;0;2026-07-08;2026-08-08;2026-08-15
10003115;Sweet House Las Canteras;1000311501;Apartamento de 1 dormitorio;-388528;Islas Canarias;Gran Canaria;Palmas de Gran Canaria, Las;Las Palmas de Gran Canaria;Apartamento;1;1;40;0;0; ;562.14;57.46;619.6;2; ;1;2026-07-08;2026-08-08;2026-08-15
10003120;Piso recien reformado y con buena ubicación;1000312001;Apartamento de 2 dormitorios;-394970;Principado de Asturias;Principado de Asturias;Oviedo;Oviedo;Apartamento;2;1;50;0;0; ;2799.05;493.95;3293.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
10003981;Rockside Residentes Suites La Línea;1000398101;Apartamento de 2 dormitorios;-387329;Andalucía;Cádiz;Línea de la Concepción, La;La Línea de la Concepción;Apartamento;2;1;70;0;0; ;1420.5701;0.0;0.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
10005690;Encantador piso al Sur del Sur;1000569001;Apartamento de 2 dormitorios;-403890;Andalucía;Cádiz;Tarifa;Tarifa;Apartamento;2;1;70;0;0; ;882.0;0.0;0.0;2; ;0;2026-07-08;2026-08-08;2026-08-15
10006089;Alojamiento Esencia I;1000608901;Apartamento de 2 dormitorios;-386068;Andalucía;Jaén;Jaén;Jaén;Apartamento;2;1;60;0;0; ;556.5;0.0;0.0;2; ;0;2026-07-08;2026-08-08;2026-08-15
10006949;Apartamento El Llano;1000694901;Apartamento de 2 dormitorios;-384004;Principado de Asturias;Principado de Asturias;Gijón;Gijón;Apartamento;2;1;65;0;0; ;4154.57;0.0;0.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
10007379;COLORADAS PLAYA 16;1000737901;Villa de 3 dormitorios;-396946;Islas Canarias;Lanzarote;Yaiza;Playa Blanca;Villa;3;2;120;0;0; ;1285.0;0.0;0.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
1000781;Fuencarral Apartments;100078102;Apartamento de 1 dormitorio (4 adultos);-390625;Comunidad de Madrid;Comunidad de Madrid;Madrid;Madrid;Apartamento;1;1;50;0;0; ;1291.04;101.26;1392.3;2; ;0;2026-07-08;2026-08-08;2026-08-15
10007881;Costacabana - Villa Pilar;1000788102;Villa con vistas al jardín;-389487;Cataluña;Gerona;Lloret de Mar;Lloret de Mar;Villa;10;7;240;1;0; ;10017.19;0.0;0.0;2; ;0;2026-07-08;2026-08-08;2026-08-15
10009853;Apartamentos Turísticos DE LA BERNARDA;1000985302;Loft;-374847;Extremadura;Cáceres;Cáceres;Cáceres;Apartamento;1;1;23;1;0; ;725.65;64.6600000000002;790.31;2; ;0;2026-07-08;2026-08-08;2026-08-15
10013390;AmazINN Places Madrid Preciados;1001339006;Apartamento de 1 dormitorio;-390625;Comunidad de Madrid;Comunidad de Madrid;Madrid;Madrid;Apartamento;1;1;35;0;0; ;874.02;72.09;946.11;2; ;0;2026-07-08;2026-08-08;2026-08-15
10013885;City Family Ciudad Jardín;1001388501;Apartamento de 2 dormitorios;-388528;Islas Canarias;Gran Canaria;Palmas de Gran Canaria, Las;Las Palmas de Gran Canaria;Apartamento;2;2;80;0;0; ;991.14;103.46;1094.6;2; ;1;2026-07-08;2026-08-08;2026-08-15
10015561;Dúplex La Marea;1001556102;Apartamento Dúplex;-397848;Islas Canarias;Tenerife;Güímar;Puertito de Güímar;Apartamento;3;1;100;0;1; ;1631.7;0.0;0.0;2; ;0;2026-07-08;2026-08-08;2026-08-15
10016354;Two bedrooms apartment in Costa Adeje;1001635401;Apartamento de 2 dormitorios;-369166;Islas Canarias;Tenerife;Adeje;Adeje;Apartamento;2;1;55;0;0; ;940.0;0.0;0.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
1001704;Apartamentos Sinfony;100170408;Apartamento Superior (2 adultos);900039215;Islas Baleares;Mallorca;Capdepera;Canyamel;Apartahotel;1;1;35;1;0;4;1949.77;169.62;2119.39;2; ;0;2026-07-08;2026-08-08;2026-08-15
10018850;Villa Sabina;1001885001;Villa con vistas al mar;-385781;Islas Canarias;Tenerife;Candelaria;Igueste;Villa;4;6;360;0;0; ;2670.4;0.0;0.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
10020375;Experience Call Jueu . Cúndaro apartments;1002037501;Apartamento de 2 dormitorios;-383956;Cataluña;Gerona;Girona;Girona;Apartamento;2;1;90;0;0; ;11927.32;1316.7;13244.02;2; ;1;2026-07-08;2026-08-08;2026-08-15
1002159;Apartamentos Bahia;100215908;Estudio Superior;-373226;Comunidad Valenciana;Alicante;Benidorm;Benidorm;Apartamento;0;1;28;0;1; ;1413.72;0.0;0.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
10023077;Monolocale;1002307701;Apartamento de 1 dormitorio;-397851;Islas Canarias;Tenerife;Puerto de la Cruz;Puerto de la Cruz;Apartamento;1;1;38;0;1; ;540.0;0.0;0.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
10023811;Apartamento acogedor y moderno en pleno centro de Sevilla con Parking Gratis;1002381101;Apartamento de 2 dormitorios;-402849;Andalucía;Sevilla;Sevilla;Sevilla;Apartamento;2;2;95;0;0; ;653.5;0.0;0.0;2; ;1;2026-07-08;2026-08-08;2026-08-15
1002715;El Rincón de los Riveros;100271504;Habitación Doble;-381137;Castilla y León;Ávila;Candeleda;El Raso;Hotel;0;0; ;0;0;1;454.3601;35.6399;490.0;2; ;0;2026-07-08;2026-08-08;2026-08-15
